smiles,temperature,ionic
F[B-](F)(F)F.[Li+]<sep>10.78559<sep>CC1COC(=O)O1<sep>38.85152<sep>CCOC(=O)OCC<sep>50.36289<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,39.3,3.428885
F[B-](F)(F)F.[Li+]<sep>3.23809<sep>CC1COC(=O)O1<sep>79.57076<sep>CCOC(=O)OCC<sep>17.19115<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,59.0,3.729459
F[B-](F)(F)F.[Li+]<sep>10.4506<sep>CC1COC(=O)O1<sep>65.34693<sep>CCOC(=O)OCC<sep>24.20248<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,29.4,3.526566
F[P-](F)(F)(F)(F)F.[Li+]<sep>5.987599<sep>COCCOC(=O)OC<sep>94.0124<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,9.992774,3.076668
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>3.047651<sep>CC1COC(=O)O1<sep>79.72737<sep>CCOC(=O)OCC<sep>17.22498<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-39.4,2.403541
F[P-](F)(F)(F)(F)F.[Li+]<sep>4.189567<sep>O=C1OCCO1<sep>32.21865<sep>CCOC(=O)OC<sep>63.59179<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,30.0,3.876658
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>3.756969<sep>O=C1OCCO1<sep>61.10409<sep>CC1COC(=O)O1<sep>35.13894<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,19.5,3.513844
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>5.864307<sep>COCCOC<sep>94.13569<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-30.4751,3.812524
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>1.2871<sep>CC1COC(=O)O1<sep>52.95204<sep>CCOC(=O)OCC<sep>45.76085<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,9.7,3.218242
F[P-](F)(F)(F)(F)F.[Li+]<sep>12.85544<sep>CC1COC(=O)O1<sep>87.14456<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,9.7,3.334051
F[P-](F)(F)(F)(F)F.[Li+]<sep>16.07709<sep>CC1COC(=O)O1<sep>36.54715<sep>CCOC(=O)OCC<sep>47.37576<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,49.2,3.934419
F[P-](F)(F)(F)(F)F.[Li+]<sep>12.25532<sep>O=C1OCCO1<sep>29.50634<sep>CCOC(=O)OC<sep>58.23834<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-20.0,3.303505
F[B-](F)(F)F.[Li+]<sep>2.667453<sep>CC1COC(=O)O1<sep>71.02653<sep>CCOC(=O)OCC<sep>26.30602<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-10.0,3.119583
F[P-](F)(F)(F)(F)F.[Li+]<sep>4.303394<sep>O=C1OCCO1<sep>54.82619<sep>CCOC(=O)OCC<sep>40.87042<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,40.0,3.941422
F[As-](F)(F)(F)(F)F.[Li+]<sep>7.253015<sep>CC1CCCO1<sep>35.95604<sep>ClCCl<sep>56.79095<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-30.0,3.565848
F[P-](F)(F)(F)(F)F.[Li+]<sep>3.948391<sep>CC1COC(=O)O1<sep>41.82902<sep>CCOC(=O)OCC<sep>54.22259<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,39.3,3.811068
F[P-](F)(F)(F)(F)F.[Li+]<sep>6.091370558375634<sep>O=c1occo1<sep>10.39340101522843<sep>O=C1OCCO1<sep>65.01269035532995<sep>CCOC(=O)OC<sep>18.50253807106599<sep>O<sep>0.0<sep>O<sep>0<sep>,10.0,3.771031
F[P-](F)(F)(F)(F)F.[Li+]<sep>14.28767<sep>CC1COC(=O)O1<sep>28.41494<sep>CCOC(=O)OCC<sep>57.2974<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-0.2,3.475962
F[B-](F)(F)F.[Li+]<sep>3.818759<sep>CC1COC(=O)O1<sep>31.88554<sep>CCOC(=O)OCC<sep>64.2957<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-0.2,2.920057
F[P-](F)(F)(F)(F)F.[Li+]<sep>7.013428<sep>O=C1OCCO1<sep>46.49329<sep>COC(=O)OC<sep>46.49329<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-12.2375,3.702182
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>8.257533<sep>CC1COC(=O)O1<sep>81.27828<sep>C1COCCO1<sep>10.46419<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,39.3,3.798661
F[B-](F)(F)F.[Li+]<sep>12.85442<sep>CC1COC(=O)O1<sep>55.29088<sep>CCOC(=O)OCC<sep>31.85471<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,49.2,3.594328
F[P-](F)(F)(F)(F)F.[Li+]<sep>11.26871<sep>CC1COC(=O)O1<sep>80.95761<sep>CCOC(=O)OCC<sep>7.773679<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-79.0,-2.01189
O=S(=O)([O-])C(F)(F)F.[Li+]<sep>9.593086<sep>C1COCO1<sep>68.63397<sep>COCCOCCOCCOCCOC<sep>21.77295<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,24.85,3.216709
F[As-](F)(F)(F)(F)F.[Li+]<sep>10.65727<sep>CC1COC(=O)O1<sep>12.52703<sep>O=S1(=O)CCCC1<sep>50.28435<sep>COCCOCCOCCOC<sep>26.53135<sep>O<sep>0.0<sep>O<sep>0<sep>,0.0,3.161368
F[P-](F)(F)(F)(F)F.[Li+]<sep>15.53751<sep>O=C1OCCO1<sep>27.37618<sep>CC1COC(=O)O1<sep>23.6147<sep>CCOC(=O)OC<sep>30.87653<sep>O=P(OCC(F)(F)F)(OCC(F)(F)F)OCC(F)(F)F<sep>2.59508<sep>O<sep>0<sep>,50.0,3.99313
F[P-](F)(F)(F)(F)F.[Li+]<sep>13.49941<sep>CC1COC(=O)O1<sep>63.12211<sep>CCOC(=O)OCC<sep>23.37847<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,19.5,3.655042
F[P-](F)(F)(F)(F)F.[Li+]<sep>16.47514<sep>CC1COC(=O)O1<sep>76.20731<sep>CCOC(=O)OCC<sep>7.317547<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-40.0,0.638273
F[P-](F)(F)(F)(F)F.[Li+]<sep>8.46864<sep>CC1COC(=O)O1<sep>83.51237<sep>CCOC(=O)OCC<sep>8.01899<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,19.5,3.762545
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>3.536095<sep>CC1COC(=O)O1<sep>35.23075<sep>C1COCCO1<sep>61.23315<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-29.5,3.421774
F[P-](F)(F)(F)(F)F.[Li+]<sep>13.50659<sep>CCOC(=O)OC<sep>86.49341<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,30.0,3.746634
F[B-](F)(F)F.[Li+]<sep>13.80143<sep>CC1COC(=O)O1<sep>78.64678<sep>CCOC(=O)OCC<sep>7.551788<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-40.0,1.928307
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>5.112653<sep>O=C1OCCO1<sep>21.32108<sep>CC1COC(=O)O1<sep>73.56627<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-29.5,2.542081
F[P-](F)(F)(F)(F)F.[Li+]<sep>2.780018<sep>CC1COC(=O)O1<sep>97.21998<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,19.5,3.609594
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>7.669161<sep>COCCOC<sep>92.33084<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-30.658,3.796869
F[P-](F)(F)(F)(F)F.[Li+]<sep>15.39269<sep>O=C1OCCO1<sep>28.45132<sep>CCOC(=O)OC<sep>56.15599<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,10.0,3.571126
F[P-](F)(F)(F)(F)F.[Li+]<sep>3.781646<sep>CC1COC(=O)O1<sep>87.78874<sep>CCOC(=O)OCC<sep>8.429614<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-10.0,3.34948
F[P-](F)(F)(F)(F)F.[Li+]<sep>6.519541<sep>CC1COC(=O)O1<sep>30.99019<sep>CCOC(=O)OCC<sep>62.49027<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-40.0,2.501033
F[B-](F)(F)F.[Li+]<sep>2.942206<sep>CC1COC(=O)O1<sep>52.06421<sep>CCOC(=O)OCC<sep>44.99359<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-40.0,2.613959
F[P-](F)(F)(F)(F)F.[Li+]<sep>5.974575<sep>O=C1OCCO1<sep>45.7703<sep>CC1COC(=O)O1<sep>48.25513<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-29.5,2.883494
F[B-](F)(F)F.[Li+]<sep>5.832165<sep>CC1COC(=O)O1<sep>85.91787<sep>CCOC(=O)OCC<sep>8.24997<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,19.5,3.522283
F[B-](F)(F)F.[Li+]<sep>14.26621<sep>CC1COC(=O)O1<sep>45.98973<sep>CCOC(=O)OCC<sep>39.74406<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,59.0,3.603385
F[P-](F)(F)(F)(F)F.[Li+]<sep>5.143582<sep>CC1COC(=O)O1<sep>60.18314<sep>CCOC(=O)OCC<sep>34.67328<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-59.2,2.27738
F[P-](F)(F)(F)(F)F.[Li+]<sep>4.365554<sep>O=C1OCCO1<sep>21.8165<sep>CCOC(=O)OC<sep>73.81795<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,40.0,3.873127
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>2.216764<sep>CC1COC(=O)O1<sep>62.0401<sep>CCOC(=O)OCC<sep>35.74313<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,19.5,3.485377
F[P-](F)(F)(F)(F)F.[Li+]<sep>16.03014<sep>CC1COC(=O)O1<sep>36.5676<sep>CCOC(=O)OCC<sep>47.40226<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,59.0,4.005609
F[As-](F)(F)(F)(F)F.[Li+]<sep>7.192137<sep>COCCO<sep>45.6066<sep>O=C1CCCO1<sep>47.20127<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-30.0,3.459392
F[P-](F)(F)(F)(F)F.[Li+]<sep>7.629068<sep>CC1COC(=O)O1<sep>49.55006<sep>CCOC(=O)OCC<sep>42.82088<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-10.0,3.494194
F[P-](F)(F)(F)(F)F.[Li+]<sep>5.946816<sep>CC1COC(=O)O1<sep>59.67351<sep>CCOC(=O)OCC<sep>34.37967<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-49.3,2.61236
F[P-](F)(F)(F)(F)F.[Li+]<sep>4.957525<sep>O=C1OCCO1<sep>31.31173<sep>CC1COC(=O)O1<sep>27.0095<sep>CCOC(=O)OC<sep>35.31528<sep>O=P(OCC(F)(F)F)(OCC(F)(F)F)OCC(F)(F)F<sep>1.405963<sep>O<sep>0<sep>,30.0,3.939503
F[B-](F)(F)F.[Li+]<sep>6.731033<sep>CC1COC(=O)O1<sep>68.06121<sep>CCOC(=O)OCC<sep>25.20776<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-0.2,3.292841
[Li+].[O-][Cl+3]([O-])([O-])[O-]<sep>4.935158<sep>COCCOC<sep>95.06484<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,9.681159,3.464088
F[P-](F)(F)(F)(F)F.[Li+]<sep>7.922272047832586<sep>O=c1occo1<sep>0.0<sep>O=C1OCCO1<sep>30.95049679064451<sep>CCOC(=O)OC<sep>61.12723116152291<sep>O<sep>0.0<sep>O<sep>0<sep>,40.0,4.021505
F[B-](F)(F)F.[Li+]<sep>4.773279<sep>CC1COC(=O)O1<sep>78.30832<sep>CCOC(=O)OCC<sep>16.9184<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,49.2,3.717015
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>7.203288<sep>CC1COC(=O)O1<sep>42.98718<sep>C1COCCO1<sep>49.80953<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,29.4,3.455553
F[P-](F)(F)(F)(F)F.[Li+]<sep>11.35709927656236<sep>O=c1occo1<sep>0.0<sep>O=C1OCCO1<sep>29.85269763793254<sep>CCOC(=O)OC<sep>58.7902030855051<sep>O<sep>0.0<sep>O<sep>0<sep>,40.0,4.015544999999999
F[B-](F)(F)F.[Li+]<sep>4.479288<sep>CC1COC(=O)O1<sep>41.59782<sep>CCOC(=O)OCC<sep>53.92289<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-29.5,2.760755
F[P-](F)(F)(F)(F)F.[Li+]<sep>7.329558<sep>CC1COC(=O)O1<sep>76.2062<sep>CCOC(=O)OCC<sep>16.46424<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-49.3,2.286007
F[B-](F)(F)F.[Li+]<sep>8.630666<sep>CC1COC(=O)O1<sep>57.9707<sep>CCOC(=O)OCC<sep>33.39863<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-19.8,2.957072
F[P-](F)(F)(F)(F)F.[Li+]<sep>5.678251<sep>CC1COC(=O)O1<sep>41.07569<sep>CCOC(=O)OCC<sep>53.24606<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-10.0,3.480528
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>3.896688<sep>CC1COC(=O)O1<sep>79.02917<sep>CCOC(=O)OCC<sep>17.07414<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,9.7,3.428006
F[P-](F)(F)(F)(F)F.[Li+]<sep>12.33329<sep>CC1COC(=O)O1<sep>29.06284<sep>CCOC(=O)OCC<sep>58.60386<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,19.5,3.748907
F[P-](F)(F)(F)(F)F.[Li+]<sep>8.538126<sep>O=C1OCCO1<sep>30.1321<sep>CC1COC(=O)O1<sep>25.99196<sep>CCOC(=O)OC<sep>33.98483<sep>O=P(OCC(F)(F)F)(OCC(F)(F)F)OCC(F)(F)F<sep>1.352995<sep>O<sep>0<sep>,0.0,3.643469
F[P-](F)(F)(F)(F)F.[Li+]<sep>12.33453<sep>CC1COC(=O)O1<sep>29.06243<sep>CCOC(=O)OCC<sep>58.60304<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,20.0,3.751778
F[B-](F)(F)F.[Li+]<sep>7.556414<sep>O=C1OCCO1<sep>30.68428<sep>CC1COC(=O)O1<sep>61.7593<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-10.0,3.173436
F[As-](F)(F)(F)(F)F.[Li+]<sep>10.13899<sep>O=S1(=O)CCCC1<sep>53.1544<sep>COCCOCCOC<sep>17.7012<sep>CCOCCOCCO<sep>19.00541<sep>O<sep>0.0<sep>O<sep>0<sep>,-20.0,2.633468
F[P-](F)(F)(F)(F)F.[Li+]<sep>5.211658<sep>O=C1OCCO1<sep>26.63176<sep>CC1COC(=O)O1<sep>22.97256<sep>CCOC(=O)OC<sep>30.03693<sep>O=P(OCC(F)(F)F)(OCC(F)(F)F)OCC(F)(F)F<sep>15.14709<sep>O<sep>0<sep>,30.0,3.683559
F[P-](F)(F)(F)(F)F.[Li+]<sep>3.664515<sep>O=C1OCCO1<sep>48.71285<sep>COC(=O)OC<sep>47.62263<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,40.0,4.094855
F[B-](F)(F)OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F.[Li+]<sep>14.35395<sep>CC1COC(=O)O1<sep>85.64605<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,129.2764,3.501892
F[P-](F)(F)(F)(F)F.[Li+]<sep>7.379340788699235<sep>O=c1occo1<sep>0.0<sep>O=C1OCCO1<sep>72.20423778693349<sep>CCOC(=O)OC<sep>20.41642142436727<sep>O<sep>0.0<sep>O<sep>0<sep>,60.0,4.226353
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>0.598884<sep>CC1COC(=O)O1<sep>99.40112<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,49.2,3.162314
F[P-](F)(F)(F)(F)F.[Li+]<sep>18.47185<sep>O=C1OCCO1<sep>27.06119<sep>CC1COC(=O)O1<sep>54.46697<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,9.7,2.876253
F[B-](F)(F)F.[Li+]<sep>17.9454<sep>CC1COC(=O)O1<sep>59.87774<sep>CCOC(=O)OCC<sep>22.17686<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,19.5,3.196295
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>7.650369<sep>CC1COC(=O)O1<sep>84.25895<sep>CCOC(=O)OCC<sep>8.090678<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,29.4,3.570264
F[As-](F)(F)(F)(F)F.[Li+]<sep>9.113368<sep>COCCOC<sep>52.66463<sep>O=S1(=O)CCCC1<sep>38.222<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,20.0,3.833784
F[P-](F)(F)(F)(F)F.[Li+]<sep>12.35967796802358<sep>O=c1occo1<sep>10.31863023018483<sep>O=C1OCCO1<sep>26.61299467059757<sep>CCOC(=O)OC<sep>50.70869713119401<sep>O<sep>0.0<sep>O<sep>0<sep>,50.0,4.097178
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>4.969024<sep>O=C1OCCO1<sep>10.84407<sep>CC1COC(=O)O1<sep>84.1869<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,49.2,3.790423
F[P-](F)(F)(F)(F)F.[Li+]<sep>10.71246<sep>CC1COC(=O)O1<sep>29.60017<sep>CCOC(=O)OCC<sep>59.68736<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-39.4,2.862549
F[P-](F)(F)(F)(F)F.[Li+]<sep>4.051182<sep>CC1COC(=O)O1<sep>51.46932<sep>CCOC(=O)OCC<sep>44.47949<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-29.5,3.15351
F[As-](F)(F)(F)(F)F.[Li+]<sep>4.43243<sep>O=C1OCCO1<sep>16.62249<sep>CC1COC(=O)O1<sep>13.02519<sep>CC1CCCO1<sep>65.91988<sep>O<sep>0.0<sep>O<sep>0<sep>,80.0,4.224015
F[P-](F)(F)(F)(F)F.[Li+]<sep>13.11807<sep>CC1COC(=O)O1<sep>79.27027<sep>CCOC(=O)OCC<sep>7.611657<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,19.5,3.58369
[Li+].[O-][Cl+3]([O-])([O-])[O-]<sep>3.429525<sep>CS(C)=O<sep>96.57048<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,49.64758,3.993096
F[B-](F)(F)OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F.[Li+]<sep>5.864307<sep>COCCOC<sep>94.13569<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,34.69505,4.097043
F[B-](F)(F)F.[Li+]<sep>2.19601<sep>CC1COC(=O)O1<sep>32.4235<sep>CCOC(=O)OCC<sep>65.38049<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-39.4,2.385209
F[As-](F)(F)(F)(F)F.[Li+]<sep>3.602923<sep>O=C1OCCO1<sep>54.0467<sep>CC1COC(=O)O1<sep>42.35037<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-10.0,3.352183
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>2.86615<sep>CC1COC(=O)O1<sep>61.62809<sep>CCOC(=O)OCC<sep>35.50576<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-29.5,2.891081
F[P-](F)(F)(F)(F)F.[Li+]<sep>8.949034<sep>CC1COC(=O)O1<sep>39.65131<sep>CCOC(=O)OCC<sep>51.39966<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,29.4,3.888629
F[P-](F)(F)(F)(F)F.[Li+]<sep>15.49586776859504<sep>O=c1occo1<sep>0.0<sep>O=C1OCCO1<sep>28.40909090909091<sep>CCOC(=O)OC<sep>56.09504132231405<sep>O<sep>0.0<sep>O<sep>0<sep>,50.0,4.059767
F[B-](F)(F)F.[Li+]<sep>9.211181<sep>CC1COC(=O)O1<sep>82.83488<sep>CCOC(=O)OCC<sep>7.953937<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-0.2,3.233587
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>2.966679<sep>CC1COC(=O)O1<sep>44.94975<sep>C1COCCO1<sep>52.08357<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,29.4,3.849949
F[As-](F)(F)(F)(F)F.[Li+]<sep>9.161885<sep>CC1CCCO1<sep>90.83811<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,20.0,3.436163
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>7.840401<sep>CC1COC(=O)O1<sep>92.1596<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,32.15356,3.6
F[B-](F)(F)F.[Li+]<sep>6.430876<sep>CC1COC(=O)O1<sep>31.01958<sep>CCOC(=O)OCC<sep>62.54954<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,49.2,3.317218
F[P-](F)(F)(F)(F)F.[Li+]<sep>10.36651<sep>O=C1OCCO1<sep>48.55825<sep>CCOC(=O)OC<sep>41.07523<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,60.0,4.21194
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>5.045275<sep>O=C1OCCO1<sep>41.39444<sep>CC1COC(=O)O1<sep>53.56028<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,19.5,3.496447
F[P-](F)(F)(F)(F)F.[Li+]<sep>11.56346<sep>CC1COC(=O)O1<sep>72.72451<sep>CCOC(=O)OCC<sep>15.71203<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-10.0,3.159482
F[P-](F)(F)(F)(F)F.[Li+]<sep>2.652987<sep>CC1COC(=O)O1<sep>42.39314<sep>CCOC(=O)OCC<sep>54.95387<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,49.2,3.75823
F[B-](F)(F)F.[Li+]<sep>18.33466<sep>CC1COC(=O)O1<sep>74.5107<sep>CCOC(=O)OCC<sep>7.154636<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,39.3,3.377226
F[P-](F)(F)(F)(F)F.[Li+]<sep>15.75836<sep>CC1COC(=O)O1<sep>53.44842<sep>CCOC(=O)OCC<sep>30.79322<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-10.0,3.006038
F[B-](F)(F)F.[Li+]<sep>5.155227<sep>CC1COC(=O)O1<sep>69.21112<sep>CCOC(=O)OCC<sep>25.63365<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-0.2,3.298
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>4.6503<sep>CC1COC(=O)O1<sep>44.16983<sep>C1COCCO1<sep>51.17987<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,9.7,3.808016
F[P-](F)(F)(F)(F)F.[Li+]<sep>13.32177<sep>O=C1OCCO1<sep>28.9849<sep>CC1COC(=O)O1<sep>25.00238<sep>CCOC(=O)OC<sep>32.69095<sep>O<sep>0.0<sep>O<sep>0<sep>,10.0,3.614085
F[B-](F)(F)F.[Li+]<sep>12.65004<sep>CC1COC(=O)O1<sep>63.74193<sep>CCOC(=O)OCC<sep>23.60803<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-10.0,2.980977
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>4.811932<sep>CC1COC(=O)O1<sep>69.46163<sep>CCOC(=O)OCC<sep>25.72643<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,39.3,3.770727
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>2.838052<sep>O=C1OCCO1<sep>42.35665<sep>CC1COC(=O)O1<sep>54.80529<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-19.8,2.775299
F[B-](F)(F)F.[Li+]<sep>13.16715<sep>CC1COC(=O)O1<sep>86.83285<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,49.2,3.628392
F[P-](F)(F)(F)(F)F.[Li+]<sep>7.056938<sep>O=C1OCCO1<sep>46.99745<sep>COC(=O)OC<sep>45.94562<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,40.0,4.180441
F[P-](F)(F)(F)(F)F.[Li+]<sep>5.412878<sep>CC1COC(=O)O1<sep>86.30042<sep>CCOC(=O)OCC<sep>8.286703<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,20.0,3.76687
F[As-](F)(F)(F)(F)F.[Li+]<sep>8.93235<sep>Cc1ccccc1<sep>46.69433<sep>CC1CCS(=O)(=O)C1<sep>44.37332<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,80.0,3.744293
