,log(cond) (uS/cm),conc1,conc2,conc3,conc4,conc5,conc6,smiles1,smiles2,smiles3,smiles4,smiles5,smiles6,temperature ( C )
12506,3.746634,13.50659,86.49341,0.0,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,CCOC(=O)OC,O,O,O,O,30.0
7636,3.415806,13.03895,46.64806,40.31299,0.0,0.0,0,[Li+].[B-](F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,29.4
12686,3.819544,4.43243,16.62249,13.02519,65.91988,0.0,0,[Li+].F[As-](F)(F)(F)(F)F,C1COC(=O)O1,CC1COC(=O)O1,CC1CCCO1,O,O,0.0
5438,3.593991,10.62421,29.88695,25.7805,33.70834,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,C1COC(=O)O1,CC1COC(=O)O1,CCOC(=O)OC,O,O,0.0
13199,4.016197,3.924215,17.6599,78.41588,0.0,0.0,0,[Li+].F[As-](F)(F)(F)(F)F,C1COC(=O)O1,CC1COC(=O)O1,O,O,O,60.0
6359,3.93734,5.143317,60.1833,34.67338,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,39.3
12743,4.364176,8.539969,16.01329,12.54783,20.56294,42.33597,0,[Li+].F[As-](F)(F)(F)(F)F,C1COC(=O)O1,CC1COC(=O)O1,COCCOC,CC1CCCO1,O,60.0
13142,3.843233,6.24969,93.75031,0.0,0.0,0.0,0,[Li+].F[As-](F)(F)(F)(F)F,C1COC(=O)O1,O,O,O,O,20.0
1055,2.451815,3.883501,31.86408,64.25242,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,-40.0
13151,3.742725,3.602923,54.0467,42.35037,0.0,0.0,0,[Li+].F[As-](F)(F)(F)(F)F,C1COC(=O)O1,CC1COC(=O)O1,O,O,O,20.0
6239,3.976176,4.444451,87.184,8.371546,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,49.2
13601,3.957607,8.552184,50.26311,41.18471,0.0,0.0,0,[Li+].C(F)(F)(F)S(=O)(=O)[O-],CC1COC(=O)O1,COCCOC,O,O,O,60.0
7454,2.668471,13.19615,37.80176,49.00209,0.0,0.0,0,[Li+].[B-](F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,-29.5
9593,3.527706,4.986089,69.36913,25.64478,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,C1COC(=O)O1,CC1COC(=O)O1,O,O,O,19.5
12553,2.531479,7.907512,29.65474,23.23711,39.20064,0.0,0,[Li+].F[As-](F)(F)(F)(F)F,C1COC(=O)O1,CC1COC(=O)O1,CC1CCCO1,O,O,-60.0
12870,3.61595,9.043008,43.54836,47.40863,0.0,0.0,0,[Li+].F[As-](F)(F)(F)(F)F,COCCOC,C1CCS(=O)(=O)C1,O,O,O,0.0
2532,-2.20204,20.63019,34.56435,44.80546,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,-69.0
338,3.955036999999999,10.47022529681219,28.2789567168365,47.78909974759279,13.46171823875853,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,C1=COC(=O)O1,C1COC(=O)O1,CCOC(=O)OC,O,O,30.0
8032,3.317218,6.430876,31.01958,62.54954,0.0,0.0,0,[Li+].[B-](F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,49.2
3650,1.879426,14.85083,70.02119,15.12798,0.0,0.0,0,[Li+].[B-](F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,19.5
141,3.79149886020984,9.158474437345964,18.50655732481818,18.51706524971303,3.132781490662305,50.68512149746051,0,[Li+].F[P-](F)(F)(F)(F)F,CCCOC=O,C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,O,0.0
11177,3.274341,3.02256,79.748,17.22944,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,-0.2
10603,3.040678,2.374848,42.51427,55.11088,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,-19.8
2891,2.92765,13.20152,37.79942,48.99906,0.0,0.0,0,[Li+].[B-](F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,-10.0
12327,3.979412,4.331648,32.17087,63.49748,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,C1COC(=O)O1,CCOC(=O)OC,O,O,O,50.0
659,3.950465,7.013428,46.49329,46.49329,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,C1COC(=O)O1,COC(=O)OC,O,O,O,9.210037
13537,3.970347,7.948113,55.55808,14.65696,21.83685,0.0,0,[Li+].F[As-](F)(F)(F)(F)F,C1CCS(=O)(=O)C1,COCCOCCOCCOC,CC1=CC=CC=C1C,O,O,80.0
9071,3.656185,3.271864,61.37068,35.35746,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,29.4
10688,3.892682,5.546176,41.1332,53.32062,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,59.0
9946,3.253029,2.093599,52.51942,45.38698,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,-0.2
3828,3.267011,15.11464,77.44862,7.436739,0.0,0.0,0,[Li+].[B-](F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,19.5
6915,3.859984,4.849474,41.43661,53.71392,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,39.3
2098,1.939918,12.26693,55.66362,32.06945,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,-49.3
9464,2.089732,4.009556,87.5808,8.409647,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,-39.4
5524,3.373333,0.675993,99.32401,0.0,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,CC1COC(=O)O1,O,O,O,O,85.7227
10738,3.366169,3.861102,21.6023,74.5366,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,C1COC(=O)O1,CC1COC(=O)O1,O,O,O,9.7
10721,3.771473,2.70301,21.86252,75.43447,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,C1COC(=O)O1,CC1COC(=O)O1,O,O,O,59.0
9032,2.841322,2.216764,62.0401,35.74313,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,-29.5
10982,3.33511,1.400716,32.68716,65.91213,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,29.4
2502,2.96867,3.8699,41.8632,54.2669,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,-39.4
4717,4.193515,9.447715,39.9112,50.64109,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,C1COC(=O)O1,CCOC(=O)OC,O,O,O,60.0
8539,3.750403,11.75699,80.5121,7.7309,0.0,0.0,0,[Li+].[B-](F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,59.0
9783,3.048305,2.671787,61.79307,35.53515,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,C1COC(=O)O1,CC1COC(=O)O1,O,O,O,-10.0
966,2.613959,6.878035,49.95293,43.16904,0.0,0.0,0,[Li+].[B-](F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,-40.0
13542,1.778151,7.552071,16.99306,75.45487,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,C1COC(=O)O1,CC1COC(=O)O1,O,O,O,-50.0
1657,3.158664,8.551478,75.20137,16.24715,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,-19.8
6756,2.87627,5.480655,94.51934,0.0,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,CC1COC(=O)O1,O,O,O,O,-29.5
1789,3.862191,4.862049,69.42506,25.71289,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,29.4
6170,3.762469,9.942048,74.05786,16.00009,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,19.5
3876,3.630488,3.718508,61.0873,35.1942,0.0,0.0,0,[Li+].[B-](F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,59.0
10567,3.494335,1.160736,43.043,55.79627,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,59.0
4031,4.227586,7.840401,92.1596,0.0,0.0,0.0,0,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CC1COC(=O)O1,O,O,O,O,102.1991
7106,2.938065,12.15356,47.12301,40.72343,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,-29.5
11634,3.53942,3.549669,35.22579,61.22454,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,CC1COC(=O)O1,O1CCOCC1,O,O,O,-19.8
960,3.434031,20.66546,26.3006,53.03393,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,20.0
13268,3.290035,7.180761,59.08412,33.73512,0.0,0.0,0,[Li+].F[As-](F)(F)(F)(F)F,CC1COC(=O)O1,C(Cl)Cl,O,O,O,-30.0
4076,3.703448,7.840401,92.1596,0.0,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,CC1COC(=O)O1,O,O,O,O,43.1618
5009,3.615704,11.44839,27.64002,23.84229,31.17411,5.895203,0,[Li+].F[P-](F)(F)(F)(F)F,C1COC(=O)O1,CC1COC(=O)O1,CCOC(=O)OC,C(C(F)(F)F)OP(=O)(OCC(F)(F)F)OCC(F)(F)F,O,10.0
10904,3.495304,6.625136,50.13146,43.24341,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,C1COC(=O)O1,CC1COC(=O)O1,O,O,O,19.5
8927,3.895693,5.767133,41.07975,53.15311,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,C1COC(=O)O1,CC1COC(=O)O1,O,O,O,59.0
5968,3.934509,3.987484,96.01252,0.0,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,COCCOC,O,O,O,O,12.90321
10362,3.088422,7.806385,92.19361,0.0,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,CC1COC(=O)O1,O,O,O,O,-0.2
10985,3.485895,1.400716,32.68716,65.91213,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,59.0
10393,2.874295,1.363006,11.25556,87.38144,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,C1COC(=O)O1,CC1COC(=O)O1,O,O,O,-10.0
654,3.890587,7.013428,46.49329,46.49329,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,C1COC(=O)O1,COC(=O)OC,O,O,O,3.98888
4002,3.043709,15.35991,53.70123,30.93886,0.0,0.0,0,[Li+].[B-](F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,-0.2
1330,0.92179,4.63331,95.36669,0.0,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,CC1COC(=O)O1,O,O,O,O,-69.0
9615,3.606508,7.371816,67.62732,25.00086,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,C1COC(=O)O1,CC1COC(=O)O1,O,O,O,29.4
380,4.077125,6.490683229813664,10.17080745341615,53.26086956521738,30.07763975155279,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,C1=COC(=O)O1,C1COC(=O)O1,CCOC(=O)OC,O,O,40.0
1786,3.908646,7.650353,67.39035,24.9593,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,29.4
6079,3.910048,11.07891,88.92109,0.0,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,COCCOC,O,O,O,O,-10.0273
2122,-0.96457,15.75836,53.44842,30.79322,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,-69.0
9572,3.505948,3.312215,70.59121,26.09657,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,C1COC(=O)O1,CC1COC(=O)O1,O,O,O,19.5
4738,3.603321,6.18738,50.82227,42.99035,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,C1COC(=O)O1,CCOC(=O)OC,O,O,O,-10.0
4368,3.908195,3.429525,96.57048,0.0,0.0,0.0,0,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CS(=O)C,O,O,O,O,33.65729
6716,3.759668,16.51772,40.63804,42.84425,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,C1COC(=O)O1,CC1COC(=O)O1,O,O,O,49.2
3853,3.481069,18.36183,74.48591,7.152256,0.0,0.0,0,[Li+].[B-](F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,49.2
1078,3.185937,10.54526,29.6556,59.79914,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,20.0
7417,3.440816,8.874568,39.68374,51.44169,0.0,0.0,0,[Li+].[B-](F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,39.3
11471,3.996887,6.043033,25.36876,68.58821,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,CC1COC(=O)O1,O1CCOCC1,O,O,O,19.5
12873,3.382017,9.966632,23.99813,52.25079,13.78445,0.0,0,[Li+].F[As-](F)(F)(F)(F)F,COCCOC,C1CCS(=O)(=O)C1,COCCOCCOCCOC,O,O,0.0
8453,2.822226,5.105874,86.58053,8.3136,0.0,0.0,0,[Li+].[B-](F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,-29.5
9295,2.119695,6.303728,93.69627,0.0,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,CC1COC(=O)O1,O,O,O,O,-29.5
4129,1.772414,7.840401,92.1596,0.0,0.0,0.0,0,[Li+].C(F)(F)(F)S(=O)(=O)[O-],CC1COC(=O)O1,O,O,O,O,-40.4
160,3.664647,9.259830377794911,0.0,57.97224363916731,32.76792598303778,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,C1=COC(=O)O1,C1COC(=O)O1,CCOC(=O)OC,O,O,0.0
2057,3.174932,10.6308,56.70169,32.66752,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,-19.8
11410,3.236467,2.037939,26.45015,71.51191,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,CC1COC(=O)O1,O1CCOCC1,O,O,O,-39.4
7349,3.219142,3.694888,41.93941,54.3657,0.0,0.0,0,[Li+].[B-](F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,19.5
11047,3.491648,3.077757,32.13119,64.79105,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,19.5
13039,2.770852,9.564865,35.87014,28.10743,26.45756,0.0,0,[Li+].F[As-](F)(F)(F)(F)F,C1COC(=O)O1,CC1COC(=O)O1,COCCOCCOCCOC,O,O,-30.0
11931,2.494075,2.620951,86.27195,11.1071,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,CC1COC(=O)O1,O1CCOCC1,O,O,O,-39.4
11829,3.629766,2.914422,44.97396,52.11162,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,CC1COC(=O)O1,O1CCOCC1,O,O,O,-0.2
2995,3.513025,6.13074,50.3538,43.51546,0.0,0.0,0,[Li+].[B-](F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,39.3
10049,3.789609,6.07441,50.38401,43.54158,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,39.3
8255,2.515451,12.11956,87.88044,0.0,0.0,0.0,0,[Li+].[B-](F)(F)(F)F,CC1COC(=O)O1,O,O,O,O,-29.5
5954,3.375617,2.034301,97.9657,0.0,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,COCCOC,O,O,O,O,-42.241
2411,3.774444,12.04824,38.30166,49.65011,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,19.5
10435,2.572753,3.922798,10.96346,85.11374,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,C1COC(=O)O1,CC1COC(=O)O1,O,O,O,-29.5
13533,3.909021,19.98263,52.3802,27.63717,0.0,0.0,0,[Li+].F[As-](F)(F)(F)(F)F,C1CCS(=O)(=O)C1,COCCOCCOCCOC,O,O,O,80.0
697,3.542415,7.013428,46.49329,46.49329,0.0,0.0,0,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C1COC(=O)O1,COC(=O)OC,O,O,O,-16.1194
11933,2.975466,2.637522,86.25727,11.10521,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,CC1COC(=O)O1,O1CCOCC1,O,O,O,-19.8
7615,3.515015,10.86539,47.81401,41.3206,0.0,0.0,0,[Li+].[B-](F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,39.3
8950,3.191842,8.408243,39.92839,51.66336,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,C1COC(=O)O1,CC1COC(=O)O1,O,O,O,9.7
4835,2.854668,6.161817,26.3648,22.74229,29.73584,14.99525,0,[Li+].F[P-](F)(F)(F)(F)F,C1COC(=O)O1,CC1COC(=O)O1,CCOC(=O)OC,C(C(F)(F)F)OP(=O)(OCC(F)(F)F)OCC(F)(F)F,O,-30.0
13241,4.0086,7.966005,55.68315,14.68995,21.66089,0.0,0,[Li+].F[As-](F)(F)(F)(F)F,C1CCS(=O)(=O)C1,COCCOCCOCCOC,CCC1=CC=CC=C1,O,O,80.0
198,3.80026,6.114571453636283,0.0,31.56417229581542,62.32125625054829,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,C1=COC(=O)O1,C1COC(=O)O1,CCOC(=O)OC,O,O,10.0
10989,3.057992,1.643838,32.60656,65.7496,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,-10.0
10961,3.273592,0.992831,32.82238,66.18479,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,39.3
4252,4.01105,4.935158,95.06484,0.0,0.0,0.0,0,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,COCCOC,O,O,O,O,59.94614
7369,3.120178,5.399739,41.19698,53.40329,0.0,0.0,0,[Li+].[B-](F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,-0.2
7065,3.626678,6.617433,50.09272,43.28984,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,-0.2
2468,3.282169,10.41856,39.01135,50.57008,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,-19.8
12303,3.750508,4.331648,32.17087,63.49748,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,C1COC(=O)O1,CCOC(=O)OC,O,O,O,10.0
1256,1.176959,19.17657,80.82343,0.0,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,CC1COC(=O)O1,O,O,O,O,-19.8
9667,3.794736,2.94207,32.2159,64.84203,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,C1COC(=O)O1,CC1COC(=O)O1,O,O,O,59.0
13351,3.975891,7.106032,55.64007,37.25389,0.0,0.0,0,[Li+].F[As-](F)(F)(F)(F)F,C(Cl)Cl,C1CCS(=O)(=O)C1,O,O,O,40.0
5384,4.153558,5.065885,31.74564,27.3838,35.80468,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,C1COC(=O)O1,CC1COC(=O)O1,CCOC(=O)OC,O,O,60.0
4317,3.099448,4.935158,95.06484,0.0,0.0,0.0,0,[Li+].C(F)(F)(F)S(=O)(=O)[O-],COCCOC,O,O,O,O,5.180224
13125,2.70757,14.04356,15.79984,70.15659,0.0,0.0,0,[Li+].F[As-](F)(F)(F)(F)F,C1COC(=O)O1,CC1COC(=O)O1,O,O,O,0.0
1166,4.0187,7.374749,92.62525,0.0,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,CC1COC(=O)O1,O,O,O,O,49.2
6723,2.8541,2.82139,97.17861,0.0,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,CC1COC(=O)O1,O,O,O,O,-29.5
1343,3.832637,18.0702,74.75199,7.177805,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,59.0
5768,3.689423,4.080151,95.91985,0.0,0.0,0.0,0,[Li+].[B-](OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(F)(F)F,CC1COC(=O)O1,O,O,O,O,65.72188
8810,3.872503,4.902542,60.37678,34.72068,0.0,0.0,0,[Li+].[B-](F)(F)(F)F,C1COC(=O)O1,CC1COC(=O)O1,O,O,O,49.2
6867,2.652838,14.48711,14.52308,70.98981,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,C1COC(=O)O1,CC1COC(=O)O1,O,O,O,-10.0
6685,4.127009,5.818912,45.84607,48.33502,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,C1COC(=O)O1,CC1COC(=O)O1,O,O,O,59.0
3428,3.737028,11.97551,88.02449,0.0,0.0,0.0,0,[Li+].[B-](F)(F)(F)F,CC1COC(=O)O1,O,O,O,O,59.0
7825,3.692485,8.504551,66.76702,24.72843,0.0,0.0,0,[Li+].[B-](F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,49.2
253,3.88568,10.49549943196714,0.0,30.09700253430044,59.40749803373241,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,C1=COC(=O)O1,C1COC(=O)O1,CCOC(=O)OC,O,O,20.0
10404,2.986385,2.273217,11.15169,86.57509,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,C1COC(=O)O1,CC1COC(=O)O1,O,O,O,-10.0
6583,2.980239,4.153234,31.81388,64.03288,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,C1COC(=O)O1,CC1COC(=O)O1,O,O,O,-29.5
4637,4.161568,9.847122,30.31615,59.83673,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,C1COC(=O)O1,CCOC(=O)OC,O,O,O,60.0
6673,4.036136,4.879344,46.30344,48.81722,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,C1COC(=O)O1,CC1COC(=O)O1,O,O,O,49.2
11411,3.354,2.037939,26.45015,71.51191,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,CC1COC(=O)O1,O1CCOCC1,O,O,O,-29.5
2031,3.608098,7.937811,58.41029,33.65189,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,-0.2
5062,3.999773,5.726125,30.55627,26.35784,34.46323,2.896532,0,[Li+].F[P-](F)(F)(F)(F)F,C1COC(=O)O1,CC1COC(=O)O1,CCOC(=O)OC,C(C(F)(F)F)OP(=O)(OCC(F)(F)F)OCC(F)(F)F,O,40.0
4961,3.864461,5.97527,29.34837,25.31591,33.10089,6.259569,0,[Li+].F[P-](F)(F)(F)(F)F,C1COC(=O)O1,CC1COC(=O)O1,CCOC(=O)OC,C(C(F)(F)F)OP(=O)(OCC(F)(F)F)OCC(F)(F)F,O,30.0
8109,3.389382,14.43284,28.36681,57.20035,0.0,0.0,0,[Li+].[B-](F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,49.2
5939,3.776381,2.034301,97.9657,0.0,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,COCCOC,O,O,O,O,33.57776
13027,3.755112,6.322764,7.113487,5.574046,69.30995,11.67976,0,[Li+].F[As-](F)(F)(F)(F)F,C1COC(=O)O1,CC1COC(=O)O1,C(Cl)Cl,C1CCOC1,O,-30.0
6296,2.375836,11.30957,80.92033,7.770098,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,-39.4
10356,3.79644,6.826268,93.17373,0.0,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,CC1COC(=O)O1,O,O,O,O,49.2
9758,2.565746,9.389046,30.07599,60.53497,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,C1COC(=O)O1,CC1COC(=O)O1,O,O,O,-19.8
1321,1.731589,3.883753,96.11625,0.0,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,CC1COC(=O)O1,O,O,O,O,-59.2
3246,2.268845,12.6757,63.7232,23.6011,0.0,0.0,0,[Li+].[B-](F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,-39.4
